Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Sex
-0.008528,0.020034,-0.006594,0.005965,-0.007533,0.011229,0.010224,-0.011744,I
0.007332,-0.005189,-0.016196,0.000509,0.013006,0.010403,0.001875,-0.012262,F
-0.011475,0.021411,-0.016652,0.005687,-0.004778,0.015173,0.005328,-0.015649,I
-0.004492,-0.000561,0.003616,0.003707,0.006324,0.008565,-0.005674,-0.010421,M
-0.010144,0.006499,0.001071,0.017124,0.000696,0.002262,-0.003263,-0.014746,F
-0.016201,0.010714,-0.004561,0.009491,-0.005603,0.008691,0.010007,-0.002692,I
0.003945,-0.004479,0.006655,0.010212,0.016797,0.005695,-0.013409,-0.021618,M
-0.00051,-0.004429,-0.004029,-0.003868,-0.002702,0.021595,-0.00741,-0.005136,F
0.009056,-0.004671,-0.007816,0.003501,0.008086,0.000717,-0.001766,-0.03495,F
-0.006062,0.004272,0.00733,0.002723,0.005851,0.007138,-0.002214,0.006583,M
-0.003069,0.008885,0.002452,0.004563,0.000235,0.013012,0.007992,-0.00565,I
-0.001091,0.005609,0.003421,-0.002392,0.011503,0.005554,0.005257,-0.00087,I
0.00221,0.003261,-0.014543,0.004092,0.008667,0.015607,-0.004132,-0.026024,F
-0.005067,-0.001503,-0.020672,0.006576,0.012867,0.006095,-0.007686,-0.011948,F
-0.002321,0.007514,-0.007429,-0.001437,0.003062,0.015884,-0.004544,-0.013586,M
0.002841,-0.028628,-0.003887,0.021464,0.009972,0.001151,0.010645,-0.007839,F
0.021702,-0.003514,-0.006876,0.005095,0.011097,0.003115,0.010444,-0.024426,M
-0.024474,-0.039896,0.031413,0.013973,0.002254,-0.040042,-0.04364,-0.031097,F
0.012775,-0.008246,0.019412,-0.016033,0.003738,0.0067,-0.006628,0.006851,F
-0.014975,-0.011604,0.004088,0.003127,-0.004786,-0.004061,-0.026962,-0.030232,F
-0.01552,-0.006441,-0.002392,-0.000175,-0.001084,0.001564,-0.004048,-0.010429,M
-0.017119,-0.018105,-0.00877,0.008155,0.000209,-0.00244,-0.005836,-0.021425,M
-0.013233,-0.007685,0.001449,0.008385,0.006358,-0.009156,-0.005134,-0.030112,F
-0.018614,0.017134,-0.004767,0.003564,-0.01014,0.002417,-0.000741,0.002171,M
-0.013894,0.010963,0.006168,0.018974,-0.009825,-0.0009,0.003365,-0.011584,I
0.015737,-0.001058,0.032684,-0.01151,-0.001398,-0.003062,-0.024221,-0.018815,M
0.019878,0.003258,0.014241,-0.002701,0.010214,-0.007681,-0.007584,-0.029131,F
-0.008652,-0.020837,0.026953,-0.012179,-0.000391,-0.020321,-0.014358,-0.013216,M
0.007435,0.007964,-0.002625,-0.011564,-0.004245,-0.016621,0.001559,-0.021397,M
0.005128,-0.006707,0.002898,-0.010116,-0.011782,0.010929,-0.001999,-0.024156,M
-0.006911,-0.001919,0.016107,-0.009319,0.001694,-0.005908,-0.006434,-0.005529,F
-0.017347,-0.012781,0.003765,-0.000091,0.005822,-0.01527,-0.018384,-0.018909,F
-0.012776,0.002876,0.00737,0.005311,0.001239,-0.002185,-0.000197,-0.014582,I
-0.004191,-0.000679,0.012832,-0.009852,0.00397,0.002269,-0.018041,-0.026782,M
0.010334,0.009065,0.005898,-0.004618,0.012863,-0.001495,-0.00773,-0.024843,M
-0.004703,0.010922,-0.008929,0.001835,0.001981,0.006327,0.011997,-0.02173,I
0.021072,-0.005106,0.008636,-0.01614,-0.019154,-0.008471,-0.018784,-0.014463,F
-0.01446,0.000302,0.013273,0.000115,-0.007663,-0.014182,0.009506,-0.002625,F
-0.007249,0.004244,0.007244,-0.008965,0.003732,0.000863,0.002422,-0.024752,M
-0.014012,-0.01357,-0.017037,0.01013,0.009332,0.003981,-0.012874,-0.030773,M
-0.012311,-0.018874,-0.010461,0.011205,0.007262,-0.011492,-0.015261,-0.026233,F
-0.016268,-0.012567,0.001953,-0.002728,0.001566,0.013796,-0.033237,-0.026892,I
-0.007828,0.007557,-0.007552,0.00119,0.009697,0.008903,0.000453,-0.021855,I
0.008213,-0.00776,0.027875,-0.022677,-0.006109,0.002937,-0.013092,-0.012896,M
0.004269,0.003843,-0.002284,-0.006933,0.014165,0.01992,-0.001157,-0.014476,F
0.004957,-0.022731,-0.027984,-0.022011,-0.016564,-0.012641,0.019409,0.004289,M
0.038932,-0.035112,-0.008612,0.025689,-0.054591,-0.086299,0.015926,-0.013412,F
0.006207,-0.020203,0.030054,0.002766,-0.003118,-0.03292,-0.039954,-0.043695,M
-0.002107,-0.005437,-0.015403,-0.003854,0.010357,-0.025303,-0.021587,-0.046503,F
0.003695,0.010064,-0.005957,-0.012222,0.016098,-0.000404,-0.009875,-0.012552,M
-0.003503,-0.026199,0.007129,-0.00258,-0.036605,-0.024714,-0.018481,0.01902,M
0.002728,-0.016073,-0.011097,-0.007423,-0.011317,-0.002007,-0.028745,-0.015736,M
0.006269,0.002575,-0.003237,-0.023268,0.008595,-0.009667,0.012788,-0.00922,F
-0.01735,0.017996,-0.003867,0.009245,-0.010669,0.00328,0.002503,-0.007957,I
-0.02163,0.018628,-0.000206,0.019486,-0.023285,0.004058,0.002166,0.000909,I
-0.02516,0.027389,-0.008737,0.033823,-0.038426,0.003306,-0.007272,-0.00386,I
0.01613,-0.020373,0.016468,-0.008178,0.003488,-0.02227,-0.023055,-0.043664,M
0.027888,-0.015609,0.010618,-0.016472,-0.031979,-0.000033,-0.012275,-0.006209,F
0.002562,-0.017483,0.020078,0.000869,0.001531,-0.001692,-0.001368,-0.008747,F
-0.002472,-0.007807,-0.006162,0.00656,-0.001724,-0.005324,0.006104,-0.011742,M
-0.011067,-0.004148,-0.010629,0.001274,0.005631,-0.018866,-0.026529,-0.028097,M
0.0018,0.006389,0.00517,0.004281,0.005379,0.007558,0.003643,-0.015423,F
-0.001821,0.014025,-0.010561,-0.02312,0.016709,0.007321,-0.015599,-0.029251,F
0.001732,-0.00745,0.014475,-0.007196,0.008872,-0.035603,-0.021632,-0.035662,M
0.00717,-0.01411,0.035708,-0.023898,0.000179,-0.018014,-0.029164,0.001711,M
0.032145,-0.018175,0.021802,-0.009227,-0.030572,-0.017418,0.000363,-0.00248,F
0.009937,-0.013739,0.006107,0.000209,0.014445,0.001879,0.001681,0.001165,M
0.000473,-0.016189,0.001943,0.00966,0.003675,0.000107,-0.008389,-0.013765,M
0.020783,0.000737,0.007724,-0.004933,-0.015008,0.019295,-0.016439,-0.015546,M
0.013661,-0.009392,0.023733,0.006982,-0.003709,-0.047808,0.004563,-0.024505,M
-0.002324,-0.006777,0.01591,-0.02283,-0.026428,0.009137,-0.064934,-0.01168,F
0.020282,0.005094,-0.00049,-0.021784,-0.016252,0.027858,-0.029191,-0.001551,F
-0.009681,-0.008304,-0.016862,-0.018753,0.005279,0.011403,-0.00098,-0.0109,F
0.003228,0.002062,-0.002832,-0.010296,0.013123,0.004324,-0.009257,-0.020317,M
0.004451,-0.01431,-0.001445,-0.022586,-0.013301,-0.02751,-0.00905,-0.016334,F
-0.004299,0.008821,-0.006804,-0.013699,0.009212,-0.022608,-0.042487,-0.033228,M
-0.003412,0.003493,0.000916,-0.03341,-0.002863,-0.029631,-0.004544,-0.008762,F
0.013675,-0.002547,0.003406,-0.01263,0.01336,0.000404,-0.001931,-0.010217,F
0.000007,-0.012122,-0.034619,0.015985,-0.002468,-0.031749,-0.048506,-0.012027,M
0.011751,-0.039628,-0.011231,0.008716,0.001982,0.042651,-0.021319,-0.028964,M
0.019301,-0.020882,-0.024754,-0.001753,-0.027673,0.027991,-0.037016,-0.004225,F
-0.004921,-0.009999,-0.007655,-0.013907,-0.007394,-0.000423,0.001019,-0.003828,I
-0.008588,0.01356,0.004771,-0.0046,0.004206,0.002475,0.002686,-0.004874,I
-0.020512,0.028588,-0.006931,0.030363,-0.03895,0.014688,0.005495,0.009432,M
-0.01153,0.006338,0.00328,0.005137,0.001396,-0.009974,-0.008486,-0.025557,F
-0.007601,0.003256,-0.00428,-0.011088,0.011516,-0.003884,-0.007617,-0.020731,F
-0.011027,0.000939,0.016672,0.00044,0.001807,-0.005246,-0.009933,-0.015553,I
-0.012491,0.011509,-0.000588,0.011432,-0.006437,-0.002759,-0.00264,-0.024798,M
-0.006774,0.004675,-0.003557,0.001313,0.005009,0.003011,0.012789,-0.011402,F
-0.01385,-0.005231,0.005723,-0.01422,0.0143,-0.012412,-0.004217,-0.004799,I
-0.012671,0.009136,0.011796,-0.002429,0.003796,-0.010572,-0.011597,-0.019897,I
-0.018791,0.006417,0.015934,0.009481,-0.006152,-0.006125,-0.008047,-0.006043,F
-0.016128,0.02717,-0.00795,0.039417,-0.03644,0.00985,0.000087,-0.007534,M
-0.015214,0.02617,-0.003485,0.047992,-0.041939,0.009304,-0.001178,-0.005943,M
0.00032,0.003877,-0.009556,-0.006262,0.01238,0.00018,-0.002958,-0.019091,I
-0.018867,-0.022596,0.025891,-0.004635,0.003276,-0.017404,-0.017138,-0.010611,F
-0.003697,0.003452,0.011706,0.002436,0.000962,-0.006405,0.00159,-0.018048,F
-0.012132,-0.004402,0.007699,0.004777,-0.001456,-0.015629,0.000046,-0.013154,F
-0.020848,-0.009262,0.008227,0.000293,0.00053,-0.022583,-0.014248,-0.007344,F
-0.020349,-0.007314,0.001369,-0.00061,-0.000996,-0.01582,0.000965,0.00152,I
-0.013032,-0.010641,0.015809,-0.012717,-0.005416,0.002853,0.002301,0.014296,I
-0.01334,0.001503,-0.009929,0.001767,-0.002765,-0.002725,-0.001427,-0.021371,M
-0.020099,-0.009623,0.013804,0.000538,0.001368,-0.030445,-0.013321,-0.025769,F
-0.011329,0.010241,0.007767,0.011049,0.000676,-0.006181,-0.004005,-0.018556,M
-0.020798,0.009795,0.005707,0.013599,-0.009517,-0.008041,-0.008644,-0.011905,M
-0.023161,0.01555,-0.000362,0.00994,-0.016286,-0.000173,0.001075,0.000947,I
-0.006269,-0.024961,0.017276,0.007338,-0.006155,-0.0051,-0.024061,0.01927,I
-0.00648,-0.019755,0.000551,-0.004314,0.007363,-0.004681,-0.014098,-0.0042,I
-0.001618,-0.022046,0.032705,-0.013236,0.002211,0.008126,-0.019626,0.008708,I
0.004061,-0.0073,0.008049,-0.007864,-0.004788,-0.001578,-0.04284,-0.00895,I
-0.017826,0.003888,0.001599,0.003008,0.008219,-0.027053,-0.028076,-0.00676,I
-0.01309,0.000213,0.000631,-0.008045,0.011968,-0.021256,-0.035293,-0.029127,F
-0.010969,-0.008432,0.029457,0.004931,-0.006378,-0.003903,-0.013135,-0.009376,I
-0.015882,-0.013565,0.029852,-0.0213,0.012318,-0.021298,0.000756,0.018899,F
-0.031012,-0.001054,-0.010031,-0.013648,0.003879,-0.025258,-0.023328,-0.030877,I
-0.021327,0.013103,0.00211,0.019475,-0.013984,-0.006198,-0.011366,-0.017956,M
-0.006246,-0.013819,-0.00796,-0.013351,0.001288,0.002586,-0.013556,-0.027125,I
0.016282,-0.016719,0.009494,0.009431,0.008392,-0.030687,0.004642,-0.014329,I
0.009582,0.007582,-0.005871,-0.035945,-0.014589,0.002222,0.01706,0.000174,F
-0.005124,-0.014375,0.023584,-0.008342,-0.033552,-0.023805,-0.002695,0.048814,I
-0.003565,-0.024914,-0.009317,0.003838,-0.002605,-0.023988,0.000047,-0.008203,I
0.013983,-0.028827,-0.004629,-0.011795,-0.003874,0.027394,0.034915,0.006613,F
-0.004156,-0.003302,0.020851,0.000344,0.006699,-0.006284,0.002536,0.003729,F
0.003089,0.000765,0.008075,-0.007057,0.009113,0.010396,0.009286,-0.010714,I
-0.016669,0.019196,-0.008116,0.006264,-0.011378,0.003836,0.004688,-0.01108,M
-0.02613,-0.018517,-0.006459,0.006358,0.00967,-0.016649,-0.005685,0.00009,F
-0.021925,-0.006919,0.010322,-0.002739,-0.001232,-0.002685,0.008881,0.003011,I
-0.007545,0.011473,0.011862,-0.002798,-0.000241,0.004194,-0.005413,-0.016717,M
-0.028187,-0.007799,0.028174,-0.004036,-0.005931,-0.034381,-0.029666,-0.023708,M
-0.018035,0.001367,0.012944,0.028376,-0.010407,-0.010318,-0.006512,-0.021158,M
-0.025469,-0.013272,0.022078,0.002461,0.001214,-0.034989,-0.028957,-0.023253,F
-0.010375,-0.005153,0.00441,-0.0005,0.004098,0.004229,0.00146,-0.008213,F
-0.025952,-0.000682,0.018618,0.019841,-0.006063,-0.022255,-0.018689,-0.013954,M
-0.020438,-0.022518,0.00025,-0.013302,0.005321,0.011569,-0.021998,-0.022538,I
-0.015476,-0.00655,0.006541,-0.00417,0.006271,-0.010603,-0.002482,-0.011749,F
-0.012913,0.006582,0.007585,-0.001227,0.000388,-0.007757,0.001827,-0.011367,F
-0.016782,0.018278,-0.004923,0.024898,-0.018906,0.007792,0.002445,-0.007089,M
-0.00411,-0.007599,-0.003901,-0.014865,0.000465,-0.018694,0.004991,-0.007981,I
-0.006988,-0.019293,0.013613,-0.016888,-0.002629,0.000638,-0.004782,-0.008908,I
-0.021956,0.020169,-0.001473,0.01822,-0.021707,0.004607,-0.000449,0.001503,M
-0.00795,-0.009505,0.019679,-0.002102,0.005041,-0.01186,0.007682,0.012276,F
-0.017223,0.0138,0.008294,0.005249,-0.011953,-0.004545,-0.002952,-0.006574,M
-0.014936,-0.013322,0.020014,-0.020171,0.001264,-0.003802,0.007515,0.006203,I
0.003226,-0.021705,0.017296,-0.007072,-0.015181,0.013175,-0.045131,-0.009238,F
0.009223,-0.013568,-0.000668,-0.012588,-0.004455,0.024051,-0.001906,-0.001598,F
0.00816,-0.03837,0.004128,-0.004268,-0.036024,0.021604,-0.015962,0.001446,F
-0.004697,-0.034039,0.00118,0.003376,-0.010715,0.026706,-0.041214,-0.001958,I
-0.006199,-0.000792,0.003491,-0.005275,-0.004347,0.001281,-0.016508,-0.029172,F
-0.019433,-0.021564,0.023494,-0.008732,-0.0214,-0.037263,-0.039916,-0.035914,M
-0.025635,0.006951,0.009222,0.006641,-0.012389,-0.007703,-0.002289,0.000382,I
-0.017564,-0.013863,0.001744,-0.016854,-0.016766,-0.013947,-0.014209,-0.014547,F
-0.024018,0.006661,0.003283,0.005809,-0.009689,-0.007013,0.00013,-0.003959,F
-0.017569,-0.010014,0.004818,0.003852,0.000934,-0.020724,-0.002303,-0.013324,M
-0.008961,-0.003797,-0.0102,-0.016078,-0.007126,-0.005332,0.008828,0.006955,M
-0.012649,-0.003716,0.009253,-0.00769,0.004231,0.00022,0.007726,0.003212,M
-0.024082,-0.003054,-0.000409,-0.007438,-0.001433,-0.010082,-0.003653,-0.002243,F
-0.024766,-0.014153,0.006696,-0.009545,0.00379,-0.012202,0.013271,0.018965,M
-0.011215,-0.006067,0.011504,-0.00773,0.002891,-0.010296,-0.001679,-0.006201,M
0.003352,0.003156,0.006617,-0.02886,-0.014338,-0.01627,0.004169,-0.015296,F
-0.019405,0.020934,-0.001865,0.012569,-0.018985,0.004093,0.004014,-0.001158,I
-0.014526,0.011241,0.00344,0.006424,-0.005788,0.004586,0.007278,-0.003929,F
-0.016708,0.009958,0.001251,0.004201,-0.00438,-0.002278,-0.001467,-0.009233,F
-0.014783,0.003507,-0.005864,0.001353,-0.004042,-0.000989,-0.002695,-0.010409,F
-0.0228,0.001094,0.006765,0.012854,-0.007472,-0.009344,-0.001571,-0.009174,M
-0.013296,0.004436,0.003585,0.000277,-0.002717,0.000643,0.006048,-0.010671,M
-0.033413,0.000621,0.027437,0.00933,-0.01764,-0.011057,-0.000601,0.022955,I
-0.016611,0.01706,0.001822,0.019761,-0.019079,0.008098,0.009081,0.003221,I
-0.022141,0.020395,-0.001006,0.023238,-0.027243,0.004168,-0.000098,0.000234,I
-0.01774,0.019452,0.001345,0.02304,-0.024696,0.007588,0.006782,0.003235,I
-0.018032,0.020665,-0.003071,0.021301,-0.023184,0.008602,0.006541,0.000353,I
-0.01772,0.026232,-0.004806,0.030004,-0.033643,0.01111,0.005751,0.002727,I
-0.003027,-0.019795,0.006864,-0.004779,-0.012359,-0.024603,-0.025834,-0.031958,F
-0.02244,-0.012107,-0.008923,0.003014,-0.0108,-0.014478,-0.009225,-0.019021,M
0.012188,0.012745,0.031738,-0.018309,-0.022018,-0.004759,-0.00649,-0.009283,F
-0.002501,-0.008612,0.018099,0.011486,-0.005337,0.003801,0.019913,0.000624,M
-0.001398,-0.007972,0.021894,-0.003331,-0.016984,-0.005373,-0.029687,-0.021687,M
-0.000714,0.000836,0.008552,-0.011256,0.002072,-0.002425,0.001353,-0.007106,F
-0.002348,-0.001726,-0.000663,0.000395,-0.001295,-0.017529,0.011958,-0.01013,M
-0.018014,-0.001467,-0.004229,-0.000575,0.000825,-0.005227,0.009695,-0.005352,M
-0.009618,-0.01851,-0.01087,0.011711,-0.003213,-0.022933,-0.006878,-0.032481,M
-0.014713,0.000245,0.009062,0.015098,-0.003787,0.001356,0.007143,-0.003889,F
-0.005973,-0.027359,0.000133,0.005304,-0.008636,-0.016116,0.017802,-0.010754,M
0.006891,-0.001119,-0.012291,-0.007851,-0.000123,-0.045135,0.031563,0.0029,M
-0.002154,-0.007943,0.0204,-0.015559,-0.027993,-0.028065,-0.030981,-0.01996,M
0.015048,-0.008468,-0.021388,0.015624,-0.013243,-0.037542,0.005941,-0.004785,M
-0.007694,-0.024781,-0.016353,0.00675,-0.010617,-0.036537,0.010044,0.00386,F
0.014027,-0.015557,-0.016862,0.019602,-0.005667,-0.033336,0.015835,-0.02051,M
0.016667,0.005461,0.002314,-0.023196,-0.02465,-0.041283,0.03772,-0.001836,F
0.012863,-0.014657,0.022465,0.009017,-0.022228,-0.052541,-0.006308,-0.001158,M
-0.001448,-0.01138,0.023699,-0.01411,-0.020565,-0.002175,-0.008097,0.013017,M
-0.028488,0.004772,-0.015868,-0.03561,0.001981,-0.003013,0.012514,0.009558,F
0.003276,-0.004129,-0.033271,-0.009221,-0.004244,-0.017544,0.021606,-0.053,F
-0.005658,-0.019939,-0.013088,-0.006755,-0.003359,-0.0003,0.012659,-0.02816,F
-0.01504,0.004434,0.012326,0.004297,-0.004172,-0.002275,0.007223,0.002348,M
-0.005578,0.001451,-0.007465,-0.020016,-0.017531,-0.034927,0.023768,-0.004597,M
-0.018268,-0.022994,-0.013037,-0.014888,-0.018856,-0.019938,0.011104,-0.005872,F
-0.007813,-0.001369,0.012917,-0.010001,-0.017314,-0.002757,-0.013468,-0.0176,M
-0.017562,0.008246,0.01127,0.006067,-0.007685,-0.000146,0.002534,-0.000353,I
-0.000965,-0.001442,0.000426,-0.014707,-0.010089,0.005641,-0.003737,-0.025152,F
-0.002546,-0.021112,-0.040204,0.003196,0.009212,-0.014082,0.018724,-0.00692,F
-0.012408,-0.012568,-0.003093,-0.003623,-0.013733,-0.03117,0.010322,-0.013576,M
-0.004113,0.005364,0.01615,-0.007667,0.004807,-0.019027,-0.017687,-0.026838,M
-0.011598,0.004574,0.008001,-0.005869,0.000881,0.002374,0.012963,0.008678,M
-0.008611,-0.015137,-0.002053,-0.030316,-0.028634,0.024978,0.013407,0.00512,F
-0.003523,0.004891,-0.002636,-0.020503,-0.008358,-0.005238,0.012764,-0.017431,F
-0.014597,-0.001354,0.010824,0.001724,0.002887,-0.000668,0.011598,0.001213,I
-0.021362,0.006534,-0.00188,-0.012403,-0.00472,-0.000286,0.003343,-0.004173,M
-0.017633,-0.000865,-0.010308,-0.018929,-0.014351,0.006488,-0.007665,-0.014362,M
-0.022374,-0.035688,-0.003594,0.010844,0.007203,-0.02697,0.00707,-0.02063,F
-0.001088,-0.002191,-0.003499,-0.015256,-0.02218,0.000079,0.004673,-0.009894,M
-0.000188,-0.010594,-0.002296,-0.008456,-0.023198,-0.01947,0.012494,-0.030484,M
-0.006765,-0.029775,0.021104,-0.004135,-0.036477,-0.020893,-0.011038,-0.017685,M
0.004912,0.000327,-0.00301,-0.00233,-0.011008,-0.013032,0.015418,-0.02566,F
-0.013038,0.007571,0.00069,0.016199,-0.011436,0.000677,0.002706,-0.018135,F
-0.015678,0.01746,0.000518,0.01681,-0.017574,0.008829,0.009927,0.002397,I
-0.013586,0.017621,-0.001559,0.015291,-0.012403,0.005397,0.008615,-0.006028,I
-0.017533,0.022377,-0.013876,0.007405,-0.0204,0.005832,0.002985,0.000546,I
-0.010047,0.012046,0.006271,0.012802,-0.007979,0.006624,0.012292,-0.001577,I
-0.001876,0.010861,0.005982,0.009007,0.007507,0.007761,0.015451,-0.019382,I
-0.003509,0.011641,-0.00307,0.013308,0.002154,0.002662,0.006507,-0.004031,I
-0.006977,0.010721,0.003947,-0.002691,0.001269,0.007645,0.015684,0.002786,I
-0.004113,0.007827,0.005693,0.010058,0.003819,0.006914,0.013852,0.001911,I
-0.004575,0.014812,0.014989,0.001331,0.006602,0.000806,0.000419,-0.003385,I
-0.010964,0.0052,0.009138,-0.001089,-0.001011,0.006088,0.014529,0.01271,I
0.003118,0.004507,-0.002111,0.002475,0.008038,0.009922,0.012418,-0.014526,M
-0.010532,0.004122,-0.002529,-0.004656,-0.006656,-0.001513,0.008384,0.009466,F
0.002849,0.006301,0.004244,0.003993,0.005754,0.008144,0.006824,-0.006354,I
-0.000222,0.008806,-0.009423,0.00621,0.008902,-0.006309,0.012916,-0.009059,F
-0.00516,0.005111,0.013142,-0.000885,0.007621,0.00072,-0.007064,-0.004377,I
0.000006,0.024788,0.005627,-0.006007,0.011261,0.003339,-0.007573,0.00879,M
0.005719,0.011568,-0.005559,0.004952,0.00646,0.007562,-0.000645,-0.003117,M
-0.018306,0.012034,-0.018622,-0.031983,0.00844,0.002827,0.008068,0.012061,I
-0.006925,0.029505,-0.023092,-0.015897,0.018125,-0.011269,-0.016526,0.000407,M
0.013398,0.009501,0.016002,0.003113,0.010254,0.002825,-0.001574,0.000215,M
0.016007,0.017281,0.001024,-0.01121,0.006793,0.003206,-0.006953,-0.019056,M
0.001415,-0.002572,-0.009937,0.003793,0.007061,-0.005516,0.007112,0.005962,F
-0.003527,-0.007577,-0.021925,-0.003884,-0.004666,-0.002554,-0.001156,0.002136,M
0.008949,0.007137,0.001631,-0.006536,0.003195,-0.002168,0.000343,0.013223,M
0.01881,0.009231,-0.017526,0.005051,-0.000872,0.002748,0.002097,-0.000651,M
0.02468,0.024366,-0.006175,-0.028891,-0.008408,0.008634,0.00021,-0.00694,M
0.063711,0.057012,0.029395,-0.017585,-0.027057,-0.038559,0.028608,0.001838,F
0.027958,0.014295,-0.022421,0.01125,0.004459,0.010673,0.001302,-0.004857,F
0.016499,0.020578,-0.00676,-0.001085,0.019792,0.000711,-0.013635,0.000984,F
0.004332,0.000276,-0.014598,-0.002671,0.003485,-0.008969,0.001769,0.007911,M
0.020182,0.013379,0.003921,0.01012,0.010795,-0.00818,-0.014797,0.010392,F
0.009262,-0.004876,-0.019726,-0.005095,-0.005947,0.002894,0.003398,0.008857,M
0.044684,0.025248,-0.046807,0.001715,-0.000049,0.015646,-0.013556,-0.042735,M
0.020101,-0.000943,-0.004978,-0.00975,-0.024121,-0.003805,0.008024,0.012135,F
0.04471,0.008041,-0.000852,-0.002636,-0.022789,0.020107,-0.006534,-0.011421,F
0.034521,0.029485,-0.020968,-0.028851,-0.037762,-0.051276,0.036281,0.009171,I
0.033148,0.015669,0.001174,-0.012274,-0.03427,-0.005181,-0.024667,-0.001931,M
0.054139,0.038078,-0.013183,-0.026483,-0.043533,-0.053618,0.033113,-0.008885,F
0.029406,-0.0076,-0.014973,0.008136,-0.016074,-0.005094,0.00136,-0.006538,F
0.040016,0.036421,0.011328,-0.000226,0.013861,0.008638,-0.035646,0.019767,F
0.029894,-0.00905,0.00165,-0.009886,-0.064056,-0.012714,0.005923,0.025246,F
0.00911,-0.014164,-0.003952,-0.002,-0.006197,-0.006743,0.003001,0.034464,F
0.036477,0.01655,-0.004576,0.041335,0.016463,-0.027208,-0.025949,0.027502,F
-0.022326,0.027685,-0.010181,0.02409,-0.031295,0.011349,0.00264,0.004345,I
-0.019014,0.028307,-0.010888,0.019579,-0.02687,0.011421,0.006148,0.001323,I
-0.011046,0.023911,-0.004729,0.029432,-0.025431,0.010888,0.007345,-0.008996,I
-0.018049,0.018828,0.00121,0.015058,-0.020758,0.01007,0.012565,0.010191,I
-0.01031,0.016161,0.002659,0.02437,-0.017669,0.010212,0.012284,-0.002554,I
-0.012694,0.027272,-0.008404,0.014031,-0.014348,0.007885,0.00664,-0.005335,I
-0.014287,0.016595,0.002874,0.017325,-0.015365,0.004513,0.007826,-0.002183,I
-0.016309,0.014385,0.004711,0.015084,-0.01457,0.000775,0.009528,0.003235,I
-0.0135,0.011627,0.007224,0.017342,-0.012754,0.003195,0.006167,-0.004676,I
-0.006018,0.009508,0.005832,0.015375,-0.008866,0.010634,0.010292,-0.012048,I
-0.002636,0.012982,0.001764,0.011345,-0.001868,0.008786,0.015815,-0.00849,I
-0.006595,0.013444,0.011365,0.005874,-0.000213,0.008363,0.010101,0.001438,I
-0.010669,0.010776,0.005109,0.000854,-0.001989,0.002473,0.010836,-0.001042,I
0.004023,0.006869,0.014502,0.019315,0.003983,0.011351,0.014916,-0.004066,I
-0.003698,0.010391,0.002326,0.002136,0.004454,0.006268,0.012769,-0.007845,I
-0.006814,0.007347,0.005743,-0.002068,0.005721,0.005328,0.01106,0.001247,I
0.000776,0.019261,-0.004284,0.003465,0.003821,0.004082,0.009146,0.001682,I
-0.003609,0.007814,0.012101,0.000618,0.000991,0.003913,0.01733,0.010011,I
-0.001335,0.015438,-0.010366,0.000931,0.007142,0.00424,0.009783,-0.00923,I
-0.000839,0.020732,-0.00081,-0.009731,0.006058,0.002955,0.01349,0.002478,I
-0.006811,0.006186,-0.001006,-0.002259,0.004168,0.002258,0.009156,-0.004104,I
-0.006905,0.004794,0.000138,-0.004628,0.004356,0.008839,0.012031,0.001519,F
-0.004936,0.005849,0.000089,-0.002709,0.006678,0.004102,0.020382,0.005547,F
-0.009071,0.00804,0.007159,-0.006877,0.009975,0.000206,0.010869,0.006546,I
-0.00784,0.004106,0.003592,-0.004284,0.008052,0.005221,0.018524,0.008579,I
-0.002323,0.008099,0.007054,0.001037,0.010454,0.002123,0.011012,0.002213,I
-0.008752,0.000298,0.018421,0.005646,0.005597,-0.009084,0.003899,0.006521,M
0.010691,0.021483,0.001209,0.006116,0.018563,0.005399,0.002954,-0.010458,I
-0.004902,-0.002195,0.012082,0.002206,0.007526,-0.003871,0.016643,0.002569,I
0.004582,0.00588,0.014009,0.00522,0.011339,0.001218,0.010175,-0.004066,M
-0.014025,-0.000686,-0.008958,-0.007784,0.007142,-0.005412,0.017603,0.013613,M
0.005915,0.008126,0.017473,-0.008543,0.012149,0.002476,0.01945,0.002317,I
-0.000133,-0.004438,0.004557,-0.004445,0.003175,0.0118,0.020033,0.005833,I
0.002427,0.001522,0.010787,-0.001162,0.008896,-0.004053,0.010425,-0.001002,M
0.001737,0.00439,-0.011485,0.006766,0.014506,0.007389,0.005788,0.003398,M
0.012806,0.01333,-0.005289,0.008503,0.015872,0.000356,0.004891,-0.008387,M
-0.004668,0.018308,-0.029727,-0.009281,0.017994,-0.015583,0.018533,0.008045,F
0.004424,0.010313,0.000153,-0.013949,0.01182,0.008652,0.017792,0.009072,M
-0.007752,-0.002338,-0.014781,0.003972,0.00311,-0.007211,0.009673,0.012897,F
0.005564,0.003125,-0.004213,-0.005595,0.015357,0.007759,0.005748,-0.010227,M
0.017008,0.026699,0.015666,0.012112,0.019395,-0.00688,-0.015886,0.010809,F
0.005442,0.001722,-0.005546,0.003675,0.003376,-0.000551,0.014583,0.015192,F
0.0107,0.016764,0.005137,-0.001548,0.01349,-0.004191,-0.009175,0.00727,F
0.003193,-0.003663,0.003152,-0.002806,0.011263,0.001895,0.011946,0.010974,F
